,Media Source,Date,Text,Compound,Positive,Neutral,Negative,Tweet Count
260,CNN,Wed Dec 13 00:57:51 +0000 2017,"""Regardless of who actually gets the Senate seat, there's already one clear victor in the Alabama Senate race: part… https://t.co/Q7cno2WhVo",0.3818,0.12,0.88,0.0,61
261,CNN,Wed Dec 13 00:51:53 +0000 2017,"RT @OutFrontCNN: ""For a lot of voters in Alabama...this race is not right versus left, it's about right versus wrong."" - DNC Chairman Tom P…",0.0,0.0,1.0,0.0,62
262,CNN,Wed Dec 13 00:51:29 +0000 2017,The many layers of the Trump-Gillibrand feud https://t.co/EUJiqLUut1 https://t.co/e49wUSiYma,-0.34,0.0,0.769,0.231,63
263,CNN,Wed Dec 13 00:49:33 +0000 2017,Polls are closing soon in Alabama. Follow along for live updates https://t.co/P0ltsDkt2r https://t.co/Pqo1hYXUBJ,0.0,0.0,1.0,0.0,64
264,CNN,Wed Dec 13 00:46:18 +0000 2017,"RT @OutFrontCNN: If Roy Moore wins this evening, Phil Mattingly says the Senate GOP will meet Wednesday morning to discuss - amongst other…",0.5719,0.15,0.85,0.0,65
265,CNN,Wed Dec 13 00:45:01 +0000 2017,As the Trump administration presses the notion that recent terrorist attacks justify significant changes in the leg… https://t.co/A6xzafSnQu,-0.7783,0.074,0.615,0.311,66
266,CNN,Wed Dec 13 00:35:32 +0000 2017,Donald Trump Jr. asks the House Intelligence Committee to investigate leaks https://t.co/aTA8HO3sG1 https://t.co/udzmZJIc50,0.4767,0.205,0.795,0.0,67
267,CNN,Wed Dec 13 00:35:24 +0000 2017,How to watch the Alabama special election results https://t.co/97ArZWVYQj https://t.co/Nzt5ID05A6,0.4019,0.231,0.769,0.0,68
268,CNN,Wed Dec 13 00:27:22 +0000 2017,RT @OutFrontCNN: Former Hillary Clinton campaign manager Robby Mook says the Alabama special election can be predicted and understood by kn…,0.4019,0.119,0.881,0.0,69
269,CNN,Wed Dec 13 00:20:04 +0000 2017,Aetna says it will try to fight the opioid crisis by waiving anti-overdose drug co-pays and limiting first-time opi… https://t.co/U8Ol4XDdwh,-0.7717,0.0,0.729,0.271,70
270,CNN,Wed Dec 13 00:13:57 +0000 2017,The White House qualifies President Trump's false claim that he doesn't know his accusers https://t.co/sjW6YBK5xP https://t.co/sKVdyPckNy,0.0,0.0,1.0,0.0,71
271,CNN,Wed Dec 13 00:07:43 +0000 2017,The Alabama Senate race in 280 characters https://t.co/kK0dCYiBlK via @CNNOpinion https://t.co/2GslC3iYfG,0.0,0.0,1.0,0.0,72
272,CNN,Tue Dec 12 23:54:52 +0000 2017,An absolutely insane exchange between Jake Tapper and a Roy Moore spokesman | Analysis by CNN's Chris Cillizza… https://t.co/ChdD1EeAHE,-0.4576,0.0,0.842,0.158,73
273,CNN,Tue Dec 12 23:50:25 +0000 2017,'Star Wars: The Last Jedi' tickets have outsold any other movie on Fandango this year https://t.co/CISzxe1UTz https://t.co/OSEvCbnazO,-0.5574,0.0,0.816,0.184,74
274,CNN,Tue Dec 12 23:44:11 +0000 2017,"The Nintendo Switch -- one part mobile, one part home console -- sold 10 million units since its launch less than a… https://t.co/xfU6M3VaHv",0.0,0.0,1.0,0.0,75
275,CNN,Tue Dec 12 23:38:08 +0000 2017,These officers took down the New York pipe bomb suspect https://t.co/FbSsCpPyo1 https://t.co/dIkv6cDqkb,-0.6597,0.0,0.649,0.351,76
276,CNN,Tue Dec 12 23:26:05 +0000 2017,Secretary of State Rex Tillerson says the US will no longer demand that North Korea give up its nuclear weapons in… https://t.co/ekfdXgmSCi,-0.6808,0.0,0.742,0.258,77
277,CNN,Tue Dec 12 23:21:05 +0000 2017,President Trump's lawyer said he believes a special counsel should be appointed to investigate a Justice Department… https://t.co/lw3oV4DUwU,0.7269,0.303,0.697,0.0,78
278,CNN,Tue Dec 12 23:16:03 +0000 2017,Senate Majority Leader Mitch McConnell is still confident there will be an ethics investigation if Roy Moore wins t… https://t.co/Sb32wxr27D,0.7845,0.277,0.723,0.0,79
279,CNN,Tue Dec 12 23:08:10 +0000 2017,5 things to watch in Alabama's special election https://t.co/5zFqnkOo8Z https://t.co/Nd88Ll0vaT,0.4019,0.252,0.748,0.0,80
280,CNN,Tue Dec 12 23:05:44 +0000 2017,The winner of the Alabama special election may not take office until 2018 https://t.co/g8BOBR3XOe https://t.co/n1PuRsfNvH,0.7579,0.333,0.667,0.0,81
281,CNN,Tue Dec 12 23:03:05 +0000 2017,RT @CNNPolitics: Roy Moore and Doug Jones vote in Alabama's Senate election https://t.co/55y9xTkOWx https://t.co/aDpsW9eFoe,0.0,0.0,1.0,0.0,82
282,CNN,Tue Dec 12 23:00:35 +0000 2017,"Rex Tillerson's end-of-year verdict: Diplomacy is a ""hard job"" https://t.co/WUP3Wbhno2 https://t.co/TmIzoogDkJ",0.0516,0.145,0.727,0.127,83
283,CNN,Tue Dec 12 22:58:35 +0000 2017,RT @TheLeadCNN: President Trump tweeted the allegations against him are “fabricated stories” from women who he has “never met.” This is pro…,0.0,0.0,1.0,0.0,84
284,CNN,Tue Dec 12 22:43:22 +0000 2017,Alabama voters are casting their ballots today as the nation watches their US Senate election between Republican Ro… https://t.co/VeY1qPvCJd,0.0,0.0,1.0,0.0,85
285,CNN,Tue Dec 12 22:26:49 +0000 2017,"SpaceX is sending barley seeds on a round trip mission to space in the name of better beer, as part of a research p… https://t.co/JEbSKZXWdX",0.4404,0.116,0.884,0.0,86
286,CNN,Tue Dec 12 22:18:53 +0000 2017,Roy Moore campaign spokesman responds with silence when asked if he knew people can be sworn in with a text other t… https://t.co/ekZcFVVweG,0.0,0.0,1.0,0.0,87
287,CNN,Tue Dec 12 22:12:51 +0000 2017,Roy Moore campaign spokesman says Muslims shouldn't be in US Congress because they have to swear on the Bible.… https://t.co/JmQsezAC98,-0.0516,0.0,0.941,0.059,88
288,CNN,Tue Dec 12 22:09:16 +0000 2017,"Twitter is hosting an event next month that will feature only high-profile female speakers, in what the company say… https://t.co/T81Yv7ppgT",0.0,0.0,1.0,0.0,89
289,CNN,Tue Dec 12 21:52:59 +0000 2017,"Does Roy Moore think that homosexual conduct should be illegal? 

Roy Moore campaign spokesman: “Probably.”… https://t.co/P0e17zjYuq",-0.5574,0.0,0.806,0.194,90
290,CNN,Tue Dec 12 21:51:16 +0000 2017,"Former White House press secretary Sean Spicer is writing a book to ""set the record straight"" about what he says ha… https://t.co/F72sTSmZWN",0.2263,0.087,0.913,0.0,91
291,CNN,Tue Dec 12 21:49:12 +0000 2017,"RT @CNNPolitics: Roy Moore's campaign spokesman on Moore's 2005 comments saying homosexuality should be illegal: ""Homosexuality is a sin in…",-0.802,0.0,0.702,0.298,92
292,CNN,Tue Dec 12 21:33:25 +0000 2017,"Condoleezza Rice on the Alabama special election: ""Reject bigotry, sexism, and intolerance"" https://t.co/1IoLzzZAD3 https://t.co/yTg6GZDKOA",0.0,0.155,0.69,0.155,93
293,CNN,Tue Dec 12 21:15:44 +0000 2017,"This ancient penguin was about 5'10"" and weighed more than 200 pounds, partial skeletal remains suggest… https://t.co/lDSjtpLHUl",0.0,0.0,1.0,0.0,94
294,CNN,Tue Dec 12 21:12:15 +0000 2017,RT @CNNPolitics: Roy Moore rides a horse to the polls — again https://t.co/15RZ862nyt https://t.co/VoIeJOEhGX,0.0,0.0,1.0,0.0,95
295,CNN,Tue Dec 12 20:58:41 +0000 2017,General Electric has tried to get to the bottom of why former CEO Jeff Immelt was escorted around the world by a sp… https://t.co/LxG4qUmb4b,0.0,0.0,1.0,0.0,96
296,CNN,Tue Dec 12 20:55:30 +0000 2017,"RT @CNNPolitics: Sanders on President Trump's tweet that he doesn't know his accusers: ""The President was referencing the three individuals…",0.0,0.0,1.0,0.0,97
297,CNN,Tue Dec 12 20:54:05 +0000 2017,"White House denies that President Trump's tweet about Sen. Gillibrand contained sexual innuendo: ""Only if your mind… https://t.co/uZofRRfsX3",-0.4215,0.0,0.859,0.141,98
298,CNN,Tue Dec 12 20:53:06 +0000 2017,House Democratic Leader Nancy Pelosi backed a call from fellow female lawmakers to investigate allegations of sexua… https://t.co/CbVJusGNNH,0.0258,0.064,0.936,0.0,99
299,CNN,Tue Dec 12 20:47:38 +0000 2017,The number two House Democrat called for an ethics investigation into a Nevada Democrat accused of sexual harassmen… https://t.co/gJJ1FiYEKr,-0.2263,0.067,0.821,0.113,100
300,Fox,Wed Dec 13 05:08:38 +0000 2017,"I got pretty tired of hearing excuses about why there is no diversity in conference lineups, no diverse writer pool… https://t.co/5ZMsfEh0Td",-0.4767,0.121,0.604,0.275,1
301,Fox,Wed Dec 13 03:26:57 +0000 2017,"RT @sarahmei: Yep. If you want a more diverse speaker base, you _must_ work on supporting folks with those complicating factors. https://t.…",0.6597,0.262,0.738,0.0,2
302,Fox,Wed Dec 13 01:02:50 +0000 2017,@codelikeagirlau I’ve just reached out to you about spreading the word about @jsconfau/@cssconfau Scholarship Progr… https://t.co/rlCceQcSVP,0.1027,0.085,0.915,0.0,3
303,Fox,Wed Dec 13 00:47:29 +0000 2017,RT @scale_investors: Nearly 80% of female tech founders have experienced sexual harassment at work or know someone who has. https://t.co/pF…,-0.5423,0.0,0.844,0.156,4
304,Fox,Wed Dec 13 00:31:49 +0000 2017,This is great. We need to disassociate alcohol from being a requirement for networking and social gatherings. Well… https://t.co/CU4zJGr393,0.6249,0.194,0.806,0.0,5
305,Fox,Wed Dec 13 00:30:07 +0000 2017,For excellent takes on diversity and inclusion check #AtlanticInclusion.,0.5719,0.316,0.684,0.0,6
306,Fox,Wed Dec 13 00:27:07 +0000 2017,"RT @TeklaPerry: ""The myth of the meritocracy [in tech] is insidious, people want to believe that the best will rise to the top, and people…",0.7845,0.298,0.702,0.0,7
307,Fox,Wed Dec 13 00:26:24 +0000 2017,"RT @katgordon: “I felt it was hypocritical that tech is an industry built on data, yet didn’t track its own data on diversity.” @tracychou…",-0.4588,0.0,0.885,0.115,8
308,Fox,Wed Dec 13 00:25:41 +0000 2017,RT @mjmichellekim: “We need white people with money to relinquish a little bit of power.” @mkfoxdc giving me all the life right now thank y…,0.5994,0.182,0.818,0.0,9
309,Fox,Tue Dec 12 23:03:00 +0000 2017,"I’m making a list of ladies, people of colour, people with disabilities and all kinds of other underrepresented ind… https://t.co/zsdgG12WnH",0.0,0.0,1.0,0.0,10
310,Fox,Tue Dec 12 23:00:29 +0000 2017,@ctrlaltjustine one day I’ll understand this unit 🌺,0.0,0.0,1.0,0.0,11
311,Fox,Tue Dec 12 06:50:37 +0000 2017,"RT @caseorganic: We touch our phones 2,617 times a day. Heavy users 5,427 times a day. https://t.co/QhKpeU5HwG Worth remembering. https://t…",0.2263,0.101,0.899,0.0,12
312,Fox,Tue Dec 12 05:15:34 +0000 2017,Back behind my camera ❤️ 📸 https://t.co/mXcDY3r1vr,0.0,0.0,1.0,0.0,13
313,Fox,Tue Dec 12 05:11:48 +0000 2017,@danrubin omg,0.0,0.0,1.0,0.0,14
314,Fox,Tue Dec 12 05:01:14 +0000 2017,"Just sent №14 of @perfemail featuring a few rad lady performance engineers! Thank you @notwaldorf, @linclark,… https://t.co/YGhF6ROeku",0.4199,0.157,0.843,0.0,15
315,Fox,Tue Dec 12 04:19:03 +0000 2017,@butwhoiskat def not wasting my time for assholes 😂,-0.3699,0.187,0.498,0.315,16
316,Fox,Tue Dec 12 04:08:38 +0000 2017,"I love how some responses are white men or reverse-racism outrage. 

https://t.co/B2RGMmUeR3",0.2263,0.255,0.545,0.2,17
317,Fox,Tue Dec 12 02:42:47 +0000 2017,The work of @ashedryden proves massive budgets aren’t necessary to create an inclusive environment. All you need is… https://t.co/fLWar32tEl,0.2732,0.104,0.896,0.0,18
318,Fox,Tue Dec 12 02:36:01 +0000 2017,"If you like cooking, healthy eating and salads like I do, I strongly recommend this book. I’ve been using it everyd… https://t.co/guxthsSQVu",0.8834,0.451,0.549,0.0,19
319,Fox,Tue Dec 12 01:44:51 +0000 2017,"@sergeyche @webperf I don’t have any lists handy. You can do research and create one though, just as I would if I sat down to create one.",0.4939,0.16,0.84,0.0,20
320,Fox,Tue Dec 12 00:32:22 +0000 2017,@KimCrayton1 I try my best as I recognise that I’m on top of the food chain as far as underrepresented groups go. I… https://t.co/65snx0mxz1,0.7184,0.231,0.769,0.0,21
321,Fox,Tue Dec 12 00:26:44 +0000 2017,My tolerance for being complicit and inclusion apologetics: below zero. https://t.co/vAGQuOc8v5,0.296,0.18,0.82,0.0,22
322,Fox,Tue Dec 12 00:23:43 +0000 2017,"@KimCrayton1 thank you, Kim!",0.4199,0.482,0.518,0.0,23
323,Fox,Mon Dec 11 22:04:53 +0000 2017,Don’t expect underrepresented groups to “show up”. They’re already dealing with a great overhead of proving themsel… https://t.co/wpQzwFQkpC,0.6249,0.204,0.796,0.0,24
324,Fox,Mon Dec 11 22:02:24 +0000 2017,"Citing lack of time or “our Call was open!” as an excuse for being complicit in exclusionary tech culture. 

We nee… https://t.co/FJkWQSnAce",-0.3164,0.054,0.837,0.108,25
325,Fox,Mon Dec 11 22:00:35 +0000 2017,It doesn’t really take a tremendous amount of work to be a little more welcoming. But it does require *prioritising… https://t.co/hEQPnWYqIy,0.4432,0.139,0.861,0.0,26
326,Fox,Mon Dec 11 21:59:22 +0000 2017,"It’s not enough to send some tweets. Reach out has to be deliberate, proactive and ongoing. 

There are plenty of l… https://t.co/6vmh5DKaBh",0.4404,0.163,0.837,0.0,27
327,Fox,Mon Dec 11 21:56:39 +0000 2017,"If there are no underrepresented groups participating in an event or initiative, it’s usually a sign of poor reach… https://t.co/7I6pIxTZfc",-0.6486,0.0,0.762,0.238,28
328,Fox,Mon Dec 11 21:54:20 +0000 2017,"Apparently, it’s still expected of women and other underrepresented groups to “show up” to be included so let me te… https://t.co/6bYBPrqeul",0.0,0.0,1.0,0.0,29
329,Fox,Mon Dec 11 21:50:03 +0000 2017,"@jennschiffer This tweet is too real, too funny but also too sad.",-0.4939,0.121,0.621,0.258,30
330,Fox,Mon Dec 11 21:47:33 +0000 2017,@bluesmoon @tameverts @sergeyche @perfplanet @stoyanstefanov @estellevw I’ve single-handedly emailed 50 potential s… https://t.co/zSfm2fw9jt,0.0,0.0,1.0,0.0,31
331,Fox,Mon Dec 11 21:43:02 +0000 2017,"@HenriHelvetica @okor @hdjirdeh @bbinto @soniaburney @sabrina_burney Wow, thank you for all of these awesome recommendations! 💖",0.8932,0.471,0.529,0.0,32
332,Fox,Mon Dec 11 21:42:09 +0000 2017,"@tbaldauf @busrakoken @polinapok1 @ivanapetrovicme @trivago_tech Wow, thank you! I’ll have a look!",0.7835,0.433,0.567,0.0,33
333,Fox,Mon Dec 11 21:41:35 +0000 2017,"@bluesmoon @tameverts @sergeyche @perfplanet @stoyanstefanov @estellevw it’s not about me :) 

We do active reach o… https://t.co/yLbHe319Fy",0.0823,0.187,0.69,0.122,34
334,Fox,Mon Dec 11 20:06:13 +0000 2017,"@tameverts @sergeyche @perfplanet @stoyanstefanov @estellevw I didn’t see any calls. Same as with conferences, the… https://t.co/ETQMa7hb3o",0.0,0.0,1.0,0.0,35
335,Fox,Mon Dec 11 10:34:55 +0000 2017,@fhinkel General performance is good too! Bookmarked 😇,0.4926,0.347,0.653,0.0,36
336,Fox,Mon Dec 11 04:11:08 +0000 2017,"RT @linclark: Reminder of how much some dudes in this industry hate women. 

This comment is on my Quantum article, the 20th most upvoted p…",-0.5719,0.0,0.866,0.134,37
337,Fox,Mon Dec 11 02:41:34 +0000 2017,"Finally got a chance to give CSS Grid a go. The specification seemed intimidating and complex, but holy moly, it’s… https://t.co/VKVyK8M94k",-0.1154,0.073,0.831,0.095,38
338,Fox,Mon Dec 11 02:00:22 +0000 2017,"I do like the idea of a performance calendar (@perfplanet), but… there isn’t a single woman there. 😓

Seriously, wo… https://t.co/t2drKx5mlP",0.2023,0.13,0.781,0.089,39
339,Fox,Mon Dec 11 01:56:43 +0000 2017,Me at white men getting sad about “feeling excluded”: https://t.co/yGo2pThBeJ,-0.4767,0.0,0.744,0.256,40
340,Fox,Mon Dec 11 01:51:01 +0000 2017,"@linclark omg, queueing all of this 💖",0.0,0.0,1.0,0.0,41
341,Fox,Mon Dec 11 01:38:27 +0000 2017,"@evanderkoogh I just don’t go. Also, it’s fairly easy to find out where people work and drop a friendly line to the… https://t.co/jMYh1IMoRl",0.6124,0.233,0.687,0.08,42
342,Fox,Mon Dec 11 01:28:36 +0000 2017,@linclark @perfemail 🙏🏻 thank you!,0.4199,0.411,0.589,0.0,43
343,Fox,Mon Dec 11 01:18:48 +0000 2017,"Seems like we have James Damore fans in Melbourne too! 

Also, leave my mentions mate. https://t.co/cSVWeXMp3m",0.3802,0.155,0.778,0.067,44
344,Fox,Mon Dec 11 00:59:29 +0000 2017,"RT @maybekatz: Thank you for everything, @ashedryden -- you showed us that these spaces are possible and have steadily elevated the standar…",0.3612,0.106,0.894,0.0,45
345,Fox,Sun Dec 10 23:55:24 +0000 2017,"Are you a woman and/or a person of color writing about web performance? I’d love to feature you in @perfemail. 

Ping me with your articles!",0.6696,0.17,0.83,0.0,46
346,Fox,Sun Dec 10 21:39:31 +0000 2017,"RT @EvyKassirer: Being aware of power dynamics in code reviews and feedback.

""You should be fostering debate, not making demands""

#AlterC…",0.2732,0.095,0.905,0.0,47
347,Fox,Sun Dec 10 02:13:44 +0000 2017,"If you’ve ever thought “wow, this is the most screwed up thing I’ve ever heard”, you’ll soon be surprised by anothe… https://t.co/I5zBp2bjWe",-0.3804,0.075,0.788,0.138,48
348,Fox,Sat Dec 09 22:35:05 +0000 2017,RT @scribblingfox: QUICK BEAUTY TIP FOR LADIES: Decrease fine lines and under eye bags by not doing emotional labor for men today.,0.7086,0.237,0.71,0.054,49
349,Fox,Sat Dec 09 22:32:08 +0000 2017,"RT @Una: Observations of my friends interviewing w/multiple offers:

Men be like: ""I got X offer from Y company, and I'm going to need you…",0.6808,0.211,0.789,0.0,50
350,Fox,Sat Dec 09 07:07:23 +0000 2017,@cesidio thank you! That’s very kind 😊,0.7569,0.619,0.381,0.0,51
351,Fox,Fri Dec 08 05:21:13 +0000 2017,RT @EricaJoy: We have not been silent. You have not been listening.,0.0,0.0,1.0,0.0,52
352,Fox,Fri Dec 08 03:42:40 +0000 2017,"RT @marazepeda: Patreon has raised $100MM
Kickstarter has raised $10MM
The Business Model is The Message https://t.co/Kz0k5jI7zY https://t.…",0.0,0.0,1.0,0.0,53
353,Fox,Fri Dec 08 03:41:58 +0000 2017,RT @notwaldorf: Hot take: the major difference between junior and senior developers is the confidence that you know where to find the code…,0.5106,0.13,0.87,0.0,54
354,Fox,Fri Dec 08 01:56:22 +0000 2017,"@mikeal Agree. I definitely wouldn’t treat it as a wage. For me, it’s a small payoff for the work I have been doing… https://t.co/lAcuviGh5J",0.7845,0.317,0.683,0.0,55
355,Fox,Fri Dec 08 01:51:28 +0000 2017,"@mikeal Yeah, I agree it’s tricky, although I find it interesting to see the earnings spread because I did get an i… https://t.co/9mjqzbo0dB",0.7003,0.296,0.64,0.064,56
356,Fox,Fri Dec 08 01:43:19 +0000 2017,"Only 2% of Patreon creators who earn more than the federal minimum wage through the site, according to public earni… https://t.co/IAeu1BxABm",0.0,0.0,1.0,0.0,57
357,Fox,Fri Dec 08 01:37:16 +0000 2017,"RT @Sareh88: Communication is more important than the code you write.
Communication is more important than the code you write.
Communicatio…",0.4915,0.181,0.819,0.0,58
358,Fox,Fri Dec 08 00:04:17 +0000 2017,@MlleLicious I think I have to scale it back though. My technical career has been neglected for many reasons for to… https://t.co/e268NK1XJe,-0.5267,0.0,0.848,0.152,59
359,Fox,Thu Dec 07 23:59:25 +0000 2017,"A few months ago I was energised about a variety of D&amp;I initiatives of mine, now I’m just tired and Patreon is push… https://t.co/L3l8pw6PIv",0.0516,0.124,0.76,0.116,60
360,Fox,Thu Dec 07 20:55:03 +0000 2017,"Daily reminder: overthrow the patriarchy.

😎",0.0,0.0,1.0,0.0,61
361,Fox,Thu Dec 07 09:45:12 +0000 2017,RT @kamilah: He has some damn nerve https://t.co/YjqDBMjIjG,-0.4019,0.0,0.722,0.278,62
362,Fox,Thu Dec 07 09:42:46 +0000 2017,RT @yassmin_a: I don’t know if it is my place to say this on a day of celebration... but those who enabled the kind of debate we saw should…,0.0,0.0,1.0,0.0,63
363,Fox,Thu Dec 07 08:44:32 +0000 2017,What a great day—same sex marriage bill passes in Australian parliament! 🏳️‍🌈❤️ https://t.co/O2abqYPwOL,0.6588,0.285,0.715,0.0,64
364,Fox,Thu Dec 07 06:05:15 +0000 2017,"RT @LailaLalami: Woman reports a predator anonymously.
""Anonymous accusations aren't credible!""
Woman reports under her name.
""She just wan…",-0.3802,0.0,0.868,0.132,65
365,Fox,Thu Dec 07 03:54:11 +0000 2017,"I too have encountered abusive, harassive CEOs, and the situation was the same—it’d be impossible to report without… https://t.co/I39d3fMbrG",-0.6369,0.0,0.802,0.198,66
366,Fox,Thu Dec 07 03:20:02 +0000 2017,"While I think this is a good thing, I also believe many whistleblowers were missed, especially those in the tech in… https://t.co/xk06TIegU1",0.1779,0.131,0.769,0.1,67
367,Fox,Thu Dec 07 03:17:48 +0000 2017,Time person of the year: women blowing the whistle on sexual harassment and abuse. https://t.co/Jw2tIDw3mH,-0.8271,0.0,0.628,0.372,68
368,Fox,Thu Dec 07 03:14:16 +0000 2017,"I don’t know about you, but I’m loving the reckoning abusive white men are facing right now. Their time is over.",-0.1154,0.184,0.617,0.199,69
369,Fox,Thu Dec 07 03:08:48 +0000 2017,"RT @kieczkowska: 👋 Dear Twitterverse 👋 
I'm looking for an internship in cyber security or forensics for summer 2018 (am available June, Ju…",0.6124,0.208,0.792,0.0,70
370,Fox,Thu Dec 07 03:07:44 +0000 2017,"RT @ekp: I've been trying to figure out how to express my support for more activists, and @Luvvie had all the right words https://t.co/zR6T…",0.4019,0.105,0.895,0.0,71
371,Fox,Thu Dec 07 01:44:19 +0000 2017,The silence from @StartupVic only confirms the exclusionary ecosystem of Australian tech community “leaders”. https://t.co/koJDqJSz8Y,0.0,0.0,1.0,0.0,72
372,Fox,Thu Dec 07 00:51:22 +0000 2017,"RT @milanmoffatt: shortest type lesson on the internet: 
✏️ web type should be 60 characters in width max
🔤 a general rule for line-height…",0.0,0.0,1.0,0.0,73
373,Fox,Thu Dec 07 00:03:19 +0000 2017,It’s saddening to see such significant fee changes in @patreon. It excludes patrons who are willing or can only aff… https://t.co/6hChADtrLR,-0.34,0.075,0.792,0.133,74
374,Fox,Wed Dec 06 23:54:00 +0000 2017,"RT @ashleyn1cole: The news: Men are starting to fear and question if their every little interaction will be seen as flirting. 
Me: Men are…",-0.34,0.067,0.815,0.119,75
375,Fox,Wed Dec 06 04:45:42 +0000 2017,"@karlbright naah, I love my cameras. Still use Canon + Fuji XT1 heavily, for “real” photography. I do want the X th… https://t.co/2IF1P3sq3q",0.6705,0.244,0.756,0.0,76
376,Fox,Wed Dec 06 04:41:08 +0000 2017,"@cramforce In this particular case, it’s a mixed approach with no transparency with the process that creates a prec… https://t.co/6IkuEkHgR1",-0.0258,0.103,0.788,0.108,77
377,Fox,Wed Dec 06 04:40:22 +0000 2017,"@superhighfives @benschwarz thanks Charlie, so nice of you my wrinkles already grew bigger 😂",0.7178,0.353,0.647,0.0,78
378,Fox,Wed Dec 06 04:39:58 +0000 2017,"@cramforce I’m 100% fine with curated lineups, but I have a problem with lack of transparency and exclusionary tend… https://t.co/SmeCn2LYlH",-0.7269,0.061,0.655,0.284,79
379,Fox,Wed Dec 06 04:37:49 +0000 2017,@chelsea thank you 💖😘,0.3612,0.455,0.545,0.0,80
380,Fox,Wed Dec 06 03:38:32 +0000 2017,@karlbright Canon EOS 6D. I’m still on an old iPhone 6 :),0.4588,0.231,0.769,0.0,81
381,Fox,Tue Dec 05 11:54:36 +0000 2017,"Turned 30 today.

✅ drove a convertible
✅ seen a wild koala
✅ had an amazing meal
✅ hiked a bunch

All thanks to… https://t.co/E7qhZ9u1VZ",0.7717,0.295,0.705,0.0,82
382,Fox,Tue Dec 05 03:40:31 +0000 2017,@ctrlaltjustine 😘😘😘😘😘,0.0,0.0,1.0,0.0,83
383,Fox,Tue Dec 05 03:33:12 +0000 2017,@SachaGreif hi at thefox.is,0.0,0.0,1.0,0.0,84
384,Fox,Tue Dec 05 00:15:23 +0000 2017,"@sailorhg You’ve made it, congratulations 💅🏻

I’ll never hear it no matter what I do 😭",0.7085,0.385,0.615,0.0,85
385,Fox,Mon Dec 04 23:29:18 +0000 2017,"@cckate 👋 Thank you!

It was a list of diversity and inclusion activists I look up to. You can find it here :) https://t.co/EQ8D4HtcOj",0.6996,0.234,0.766,0.0,86
386,Fox,Mon Dec 04 22:19:09 +0000 2017,"I don’t trust events doing this unless there’s a very transparent process in place, establishing fairness and equal… https://t.co/M084AitSnK",0.5106,0.171,0.829,0.0,87
387,Fox,Mon Dec 04 22:17:33 +0000 2017,"Furthermore, when conferences invite the same people over and over, it perpetuates cliquey nature of the tech community. It’s exclusionary.",0.1531,0.078,0.922,0.0,88
388,Fox,Mon Dec 04 22:15:59 +0000 2017,"Secondly, how can anyone trust the selection process to be fair if initial choices were apparently made based on ma… https://t.co/5KyHkvNAUi",0.6808,0.228,0.772,0.0,89
389,Fox,Mon Dec 04 22:14:19 +0000 2017,"Firstly, showcasing a bunch of famous names doesn’t encourage underrepresented groups or anyone without prominence… https://t.co/ZywFPvKM3y",0.5106,0.191,0.809,0.0,90
390,Fox,Mon Dec 04 22:11:36 +0000 2017,Here’s a problem I have with conferences which announce partial lineups full of “prominent” speakers and run Call f… https://t.co/ifTro36ncs,-0.4019,0.0,0.863,0.137,91
391,Fox,Mon Dec 04 21:52:48 +0000 2017,"That makes me wonder. Are @startupvic supporters having those views as well, since nobody seems to be challenging t… https://t.co/qpAIX9iZPr",0.6808,0.28,0.72,0.0,92
392,Fox,Mon Dec 04 21:36:35 +0000 2017,".@StartupVic, care to explain why your chair endorses an article agreeing that James Damores’ manifesto was a produ… https://t.co/duyHb5CzKY",0.7906,0.348,0.652,0.0,93
393,Fox,Mon Dec 04 21:23:41 +0000 2017,"RT @Asher_Wolf: Why is the Chair of @StartUpVic tweeting an article that claims James Damore's memo was an attempt at a ""respectful and pro…",0.4588,0.12,0.88,0.0,94
394,Fox,Mon Dec 04 21:03:48 +0000 2017,A timely comment on abusive behaviours online: the Internet is great at remembering things in perpetuity.,-0.0258,0.192,0.61,0.197,95
395,Fox,Mon Dec 04 20:04:25 +0000 2017,RT @stephpalmeri: The Cost of Devaluing Women - must read from @SallieKrawcheck in the New York Times https://t.co/CdBJ8rHQT9,0.0,0.0,1.0,0.0,96
396,Fox,Mon Dec 04 19:59:22 +0000 2017,"RT @jensimmons: I think most men don’t realize the very act of a woman wanting a career, dreaming she should have one, and going off to mak…",0.0,0.0,1.0,0.0,97
397,Fox,Mon Dec 04 09:32:23 +0000 2017,"RT @triketora: Besides, I hate getting called out. It makes me feel bad. As an ally, I shouldn’t have to feel bad – because I’m an ally. Ge…",-0.8934,0.0,0.673,0.327,98
398,Fox,Mon Dec 04 05:42:35 +0000 2017,"@MylesBorins haha, no worries, happens to the best of us.

It’s just the sheer volume of proposals not following an… https://t.co/7KCHju3Xys",0.4939,0.247,0.582,0.171,99
399,Fox,Mon Dec 04 02:52:48 +0000 2017,"@IvanaMcConnell We have a gender free form field but it’s basically women, men, snarky men trying to be smart and a… https://t.co/iq5Fztx37F",0.6908,0.231,0.769,0.0,100
400,nytimes,Wed Dec 13 06:28:44 +0000 2017,Op-Ed Contributor: Trump and Bannon Can’t Save the Day https://t.co/e2xtsuioU2,0.4939,0.262,0.738,0.0,1
